Key,Value
historical,11244751.055145765
ssp126,11360628.036159141
ssp370,11359776.674479635
ssp585,11397936.86180792
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,1.0304984116153397
ssp370_percentage_change_cf_historical,1.0229272197291845
ssp585_percentage_change_cf_historical,1.3622872210412806
