Key,Value
historical,11338069.819115411
ssp126,11471975.631843409
ssp370,11485043.557135953
ssp585,11567273.631019149
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,1.1810282955061597
ssp370_percentage_change_cf_historical,1.296285349846328
ssp585_percentage_change_cf_historical,2.02154172236011
