Key,Value
historical,11040690.576122567
ssp126,11070876.542648356
ssp370,11091561.103687778
ssp585,11090672.338133957
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.27340650766059693
ssp370_percentage_change_cf_historical,0.46075494294919844
ssp585_percentage_change_cf_historical,0.45270503386341177
