Key,Value
historical,10346073.631778473
ssp126,10419254.790352797
ssp370,10427502.90300846
ssp585,10444236.628680572
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.7073326672404938
ssp370_percentage_change_cf_historical,0.7870548202931023
ssp585_percentage_change_cf_historical,0.9487946867165763
