Key,Value
historical,11236666.823383614
ssp126,11327256.949934177
ssp370,11332228.515942004
ssp585,11392218.759142011
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.8062010556550786
ssp370_percentage_change_cf_historical,0.8504451903790929
ssp585_percentage_change_cf_historical,1.38432453505422
