Key,Value
historical,11508432.137941986
ssp126,11640050.29165041
ssp370,11735535.093022307
ssp585,11721655.627776803
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,1.1436671140849362
ssp370_percentage_change_cf_historical,1.9733613784938486
ssp585_percentage_change_cf_historical,1.8527588057094555
