Key,Value
historical,5769722.535238121
ssp126,5852213.208986934
ssp370,5847242.798994599
ssp585,5848753.265120886
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,1.4297164767457768
ssp370_percentage_change_cf_historical,1.343570046618869
ssp585_percentage_change_cf_historical,1.3697492279757246
