Key,Value
historical,11240067.195745172
ssp126,11335341.80299555
ssp370,11350090.397686822
ssp585,11363805.937755626
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.8476337871578107
ssp370_percentage_change_cf_historical,0.978848257982823
ssp585_percentage_change_cf_historical,1.10087190632894
