Key,Value
historical,11563518.616565226
ssp126,11700852.605114155
ssp370,11755947.256563025
ssp585,11784002.769926626
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,1.1876487866953591
ssp370_percentage_change_cf_historical,1.6641010956832538
ssp585_percentage_change_cf_historical,1.9067219993536204
