Key,Value
historical,4576289.854506655
ssp126,4616780.846055927
ssp370,4624322.252450764
ssp585,4687074.533285517
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.884799539290485
ssp370_percentage_change_cf_historical,1.0495925623419156
ssp585_percentage_change_cf_historical,2.4208405127521293
