Key,Value
historical,11232312.264316173
ssp126,11318245.848833479
ssp370,11355793.196658446
ssp585,11400641.891084557
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.765056940148533
ssp370_percentage_change_cf_historical,1.099336712126119
ssp585_percentage_change_cf_historical,1.4986195433966782
