Key,Value
historical,5755286.961472619
ssp126,5760341.376558075
ssp370,5797672.751386741
ssp585,5802138.30073492
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.08782212110866001
ssp370_percentage_change_cf_historical,0.7364670119468117
ssp585_percentage_change_cf_historical,0.8140573975882713
