Key,Value
historical,5525234.295788642
ssp126,5565805.941659324
ssp370,5573290.680093551
ssp585,5601914.183303602
historical_percentage_change_cf_historical,0.0
ssp126_percentage_change_cf_historical,0.7342972930868423
ssp370_percentage_change_cf_historical,0.8697619274089032
ssp585_percentage_change_cf_historical,1.3878124150030302
